"Domain","CCO","CTH","EMA","EMU","PFO","SCA","ZRA","Method","Total"
"LIP1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LIX1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LLGL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LMF1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LRRCT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LRRFIP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LRRNT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LRR_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LSDAT_euk",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LSDAT_prok",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LTD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LURAP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"L_HMGIC_fpl",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laminin_B",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laminin_EGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laminin_G_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laminin_G_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laminin_I",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Laminin_II",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laminin_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lamp",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Laps",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ldh_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ldl_recept_a",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ldl_recept_b",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lectin_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LicD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Lig_chan",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lig_chan-Glu_bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lipase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lipid_desat",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Lipin_mid",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lipocalin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lipocalin_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lipocalin_7",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Lys",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LysM",NA,NA,NA,NA,1,1,1,"Pfam",3
"Lysyl_oxidase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MAM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MANEC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MAP3K_TRAF_bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MAP7",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MARF1_LOTUS",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MBD_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MBDa",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MBF2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MBT",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MCC-bdg_PDZ",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MCLC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MCRS_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MCU",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MEA1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MEIOC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MENTAL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MG2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MG3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MG4",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MGAT2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MGC-24",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MH1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MH2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MIB_HERC2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MID_MedPIWI",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MIER1_3_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MIG-14_Wnt-bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MINDY-3_4_CD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MIOX",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MIP-T3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MIP-T3_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MITF_TFEB_C_3_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MKLP1_Arf_bdg",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MMADHC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MMS22L_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MNNL",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MORN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MPLKIP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MRF_C2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MRP-63",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-L51",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S23",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S24",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S26",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S27",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S31",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S32",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRP-S35",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRPL52",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MRVI1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MR_MLE_C",NA,NA,NA,NA,1,1,1,"Pfam",3
"MR_MLE_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MSP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MSV199",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MTABC_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MTA_R1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MTP18",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MTP_lip_bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MYRF_ICA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MZB",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"M_domain",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mab-21",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mab-21_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Macoilin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Maelstrom",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mago-bind",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Malectin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MamL-1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Mannosidase_ig",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Mat89Bb",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Meckelin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Med15",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med16",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med19",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med24_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med25",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med28",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med29",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Med30",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Meis_PKNOX_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Melibiase_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Melibiase_2_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Melibiase_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Membralin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Menin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mesd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MetW",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Met_gamma_lyase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Metallophos_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Methuselah_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Methyltransf_21",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Methyltransf_FA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MgtE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mic1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mif2_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Miff",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Miga",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Milton",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"MitoNEET_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mito_fiss_reg",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Mito_morph_reg",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mitoc_L55",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mlf1IP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mononeg_RNA_pol",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mst1_SARAH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"MtN3_slv",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Mut7-C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Muted",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Myelin_PLP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Myofilin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Myosin-VI_CBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"N-SET",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"N6-adenineMlase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NADH5_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NAGLU",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NAGLU_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NAGLU_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NAGidase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NAPRTase_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NAPRTase_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NCBP3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NCD1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NCD2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NCD3G",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NCU-G1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NDUFV3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NDUF_B4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NDUF_B5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NDUF_B6",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NDUF_C2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NEMO",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NEMP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NFRKB_winged",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NHL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NIBRIN_BRCT_II",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NICE-3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NIDO",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NIT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NKAIN",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NKAP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NOA36",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NOPS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NO_synthase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NPDC1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NRBF2_MIT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NRF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NSF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NTP_transf_7",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"NTPase_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NTR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NUDE_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NUMOD1",NA,NA,NA,NA,1,NA,1,"Pfam",2
"NUP50",NA,NA,NA,NA,1,1,NA,"Pfam",2
"N_Asn_amidohyd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"N_BRCA1_IG",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Na_Ca_ex_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Na_K-ATPase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Na_trans_assoc",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Na_trans_cytopl",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nbas_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Nbl1_Borealin_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Nckap1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ncstrn_small",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ndr",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nebulin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Neogenin_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Neur_chan_LBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Neur_chan_memb",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Neuralized",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Neuroparsin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Nexin_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NfI_DNAbd_pre-N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nicastrin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ninjurin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NodS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nore1-SARAH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NosD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Notch",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nrf1_DNA-bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NuDC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Nuc_H_symport",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nuc_deoxyri_tr2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nucleic_acid_bd",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Nucleolin_bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nucleoplasmin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nucleoporin_FG2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nudc_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nudix_hydro",NA,NA,NA,NA,1,1,NA,"Pfam",2
"NumbF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nup35_RRM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Nup54_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OAF",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"OAR",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"OATP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OCRE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ODR4-like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OLF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OPA1_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OS-D",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OSK",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OSR1_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"OST-HTH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Occludin_ELL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ocnus",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ocular_alb",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Orai-1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Otopetrin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Oxidored_q4",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"P-mevalo_kinase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"P4Ha_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"P53",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PA26",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PA28_alpha",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PA28_beta",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PAC1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PADR1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PAM2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PAN_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PAN_4",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PAP1",NA,NA,NA,NA,1,NA,1,"Pfam",2
"PAW",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PAXIP1_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PBC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PBP_GOBP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PCAF_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PCIF1_WW",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PCNP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PDCD9",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PDE4_UCR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PDEase_I_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PDGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PDZ_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PDZ_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PEHE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PEN-2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PEP-utilizers",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PEPCK_GTP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PEPCK_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PET",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PGDH_inter",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PG_binding_1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PHAX_RNA-bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PHD_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PHD_4",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PHF12_MRG_bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PHR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PHTB1_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PHTF1-2_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PH_12",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PH_14",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PH_16",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PH_19",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PI3K_P85_iSH2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PI3K_p85B",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PI3K_rbd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PID",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PID_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PIEZO",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PIGO_PIGG",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PIH1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PIP49_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PIP49_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PKI",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PKK",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PKcGMP_CC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PLA2G12",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PLAC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PLAT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PLC-beta_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PLDc_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PMP22_Claudin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PNISR",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PNP_phzG_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PNPase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PP1c_bdg",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PP2C_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PPDK_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PPP1R35_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PQQ",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PQQ_2",NA,NA,NA,NA,1,1,1,"Pfam",3
"PQQ_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PRA1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PRAS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PRC2_HTH_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PRKG1_interact",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PRORP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PRT_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PS-DH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PSI",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PSI_PSAK",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PSI_PsaE",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PSI_PsaF",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PSI_PsaH",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PSI_integrin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PSS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PTB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PTE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PTEN_C2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PTN_MK_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PTP_tm",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PUB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PXA",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"P_C10",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pacs-1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Paf1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pan3_PK",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Par3_HAL_N_term",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"ParcG",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Parvo_NS1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Pecanex_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pellino",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pentapeptide",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pentapeptide_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pentaxin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Pep_deformylase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pepdidase_M14_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_A17",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_C1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_C1_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_C3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Peptidase_C3G",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Peptidase_C78",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_M10",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Peptidase_M13",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_M13_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_M19",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_M2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Peptidase_M8",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Peptidase_S74",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Period_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Peripla_BP_6",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PheRS_DBD1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PheRS_DBD2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Phe_ZIP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Phospholip_A2_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Phospholip_A2_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Phospholip_B",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Phosphonate-bd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Piezo_RRas_bdg",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Pil1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Pilosulin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Pinin_SDK_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Plant_tran",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Plectin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Plexin_RBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Plexin_cytopl",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Polbeta",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Polysacc_synt_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Popeye",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pou",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pox_ser-thr_kin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Prefoldin_3",NA,NA,NA,NA,1,1,1,"Pfam",3
"Presenilin",NA,NA,NA,NA,1,1,NA,"Pfam",2
