Orthogroup	Conidiobolus_thromboides_FSU_785.Conth1.v1.aa	Entomophaga_maimaiga_ARSEF_7190.v1.aa	Entomophthora_muscae_UCB.v3_longest.aa	Zoophthora_radicans_ATCC_208865.aa	Total	CAZY	MEROPS	Pfam
OG0008766	0	1	2	0	3			
OG0008767	0	2	1	0	3		MER0004113:1,MER0000377:1,MER0001514:1,MER0001610:1,MER0077856:2,MER0192109:2,MER0000375:2,MER0001603:2,MER0000383:2,MER0000364:3,MER0001604:3,MER0000374:3,MER0002264:3	Peptidase_S8:2,P_proprotein:2
OG0008768	0	1	2	0	3			
OG0008769	0	1	2	0	3			
OG0008770	0	1	1	1	3			Mito_carr:7
OG0008771	0	1	2	0	3		MER0000048:1,MER0011420:1,MER0004442:1,MER0000133:1,MER0003605:1,MER0000024:2,MER0000027:2,MER0002185:2,MER0021825:2,MER0099175:2,MER0000057:3,MER0003699:3,MER0003728:3,MER0003707:3,MER0000032:3	Trypsin:3
OG0008772	0	1	2	0	3			
OG0008773	0	1	2	0	3			
OG0008774	0	1	2	0	3			
OG0008775	0	1	2	0	3			
OG0008776	0	1	2	0	3			
OG0008777	0	1	2	0	3			
OG0008778	0	1	2	0	3			
OG0008779	0	1	2	0	3			
OG0008780	0	1	2	0	3			
OG0008781	0	1	2	0	3			
OG0008782	0	1	2	0	3			
OG0008783	0	1	2	0	3			
OG0008784	0	1	2	0	3			bZIP_1:3,bZIP_2:3
OG0008785	0	1	1	1	3			MIP:3
OG0008786	0	1	2	0	3			
OG0008787	0	1	1	1	3			Uricase:6
OG0008788	0	1	1	1	3			MIP:3
OG0008789	0	3	0	0	3			
OG0008790	0	3	0	0	3			
OG0008791	0	3	0	0	3			
OG0008792	0	3	0	0	3			
OG0008793	0	3	0	0	3			
OG0008794	0	3	0	0	3			
OG0008795	0	1	2	0	3			zf-C2H2_jaz:1
OG0008796	0	1	2	0	3			
OG0008797	0	1	1	1	3			
OG0008798	0	1	2	0	3			
OG0008799	0	2	0	1	3			
OG0008800	0	1	2	0	3			
OG0008801	0	1	2	0	3			
OG0008802	0	1	2	0	3			Dimer_Tnp_hAT:2
OG0008803	0	1	2	0	3		MER0004505:1,MER0003605:1,MER0016235:1,MER0003631:1,MER0001936:1,MER0002586:1,MER0025118:1,MER0002185:1,MER0016584:1,MER0003728:1,MER0047716:1,MER0015076:1,MER0022414:1,MER0016592:1,MER0001547:2,MER0001844:2,MER0000185:2,MER0011420:2,MER0000203:2,MER0000210:2,MER0001503:2,MER0000041:2	Trypsin:3
OG0008804	0	1	2	0	3			
OG0008805	0	3	0	0	3			
OG0008806	0	1	2	0	3			
OG0008807	0	1	2	0	3			
OG0008808	0	1	2	0	3			Polysacc_synt_2:2,Shikimate_DH:2,3Beta_HSD:3,Epimerase:3,NAD_binding_10:3,NmrA:3,Sacchrp_dh_NADP:3
OG0008809	0	3	0	0	3			
OG0008810	0	3	0	0	3			
OG0008811	0	1	2	0	3			
OG0008812	0	3	0	0	3			
OG0008813	0	1	2	0	3			ACBP:3
OG0008814	0	3	0	0	3			
OG0008815	0	1	2	0	3			
OG0008816	0	3	0	0	3			
OG0008817	0	1	1	1	3			ResIII:1,DEAD:3,Helicase_C:3
OG0008818	0	1	2	0	3			
OG0008819	0	1	2	0	3			
OG0008820	0	1	2	0	3			
OG0008821	0	3	0	0	3			
OG0008822	0	3	0	0	3			
OG0008823	0	3	0	0	3			
OG0008824	0	1	0	2	3			TFIIS_M:3
OG0008825	0	1	0	2	3			
OG0008826	0	1	2	0	3			
OG0008827	0	1	1	1	3			F-box:1,F-box-like:1
OG0008828	0	1	2	0	3			zf-CCHC_3:3
OG0008829	0	3	0	0	3			
OG0008830	0	1	2	0	3			
OG0008831	0	2	0	1	3			
OG0008832	0	3	0	0	3			
OG0008833	0	1	2	0	3			
OG0008834	0	1	1	1	3			CENP-S:1,CENP-T_C:3
OG0008835	0	1	2	0	3			E1_DerP2_DerF2:3
OG0008836	0	1	1	1	3			Ins145_P3_rec:3,Ion_trans:3,MIR:3,RIH_assoc:3,RYDR_ITPR:6
OG0008837	0	1	2	0	3			Trypsin:2
OG0008838	0	1	2	0	3			Transferase:3
OG0008839	0	1	2	0	3			Ank_4:1,Ank_3:3,Ank_2:6
OG0008840	0	1	2	0	3			Myb_DNA-binding:3,Myb_DNA-bind_6:3
OG0008841	0	1	2	0	3			
OG0008842	0	1	2	0	3			
OG0008843	0	3	0	0	3			
OG0008844	0	1	2	0	3			F-box:2
OG0008845	0	2	1	0	3			
OG0008846	0	1	1	1	3			Asp:1
OG0008847	0	1	2	0	3			Lipase_3:3
OG0008848	0	2	0	1	3			
OG0008849	0	1	2	0	3			
OG0008850	0	1	2	0	3			
OG0008851	0	1	2	0	3			
OG0008852	0	1	2	0	3			Helicase_C:1,Ribonuclease_3:6
OG0008853	0	1	2	0	3			
OG0008854	0	1	2	0	3			
OG0008855	0	1	1	1	3		MER0014640:1,MER0005434:1,MER0005435:1,MER0011774:1,MER0014120:1,MER0030141:1,MER0014122:1,MER0005440:1,MER0039514:1,MER0002893:1,MER0030192:1,MER0005450:1,MER0014033:2,MER0014124:2,MER0005431:2,MER0002900:2,MER0024824:3,MER0011852:3,MER0014119:3	UCH_1:1,UCH:3
OG0008856	0	1	2	0	3			
OG0008857	0	1	1	1	3			zf-TFIIIC:2
OG0008858	0	1	1	1	3			Transthyretin:3
OG0008859	0	1	2	0	3			TspO_MBR:3
OG0008860	0	1	2	0	3			
OG0008861	0	1	1	1	3			
OG0008862	0	1	1	1	3			Kelch_2:2,Kelch_5:2,Kelch_3:4,Kelch_6:4,Kelch_1:6,Kelch_4:7
OG0008863	0	1	2	0	3			p450:4
OG0008864	0	1	2	0	3			Bact_lectin:2,Lectin_leg-like:2,Lectin_legB:2,Transglut_core:3
OG0008865	0	1	2	0	3			BPL_LplA_LipB:2,BPL_N:3
OG0008866	0	1	2	0	3			2OG-FeII_Oxy:1,DIOX_N:3
OG0008867	0	1	2	0	3		MER0006006:1,MER0016549:2,MER0002010:3,MER0001946:3,MER0001524:3,MER0005999:3,MER0015679:3,MER0000425:3,MER0000412:3,MER0003541:3,MER0001760:3	Peptidase_S10:3
OG0008868	0	1	1	1	3			DcpS_C:2,HIT:3
OG0008869	0	1	2	0	3			LisH:3,ANAPC4_WD40:4,WD40:15
OG0008870	0	1	2	0	3			BPL_N:2,BPL_LplA_LipB:3
OG0008871	0	1	2	0	3			Zn_clus:3
OG0008872	0	1	2	0	3			Aminotran_1_2:2,Aminotran_5:3
OG0008873	0	1	2	0	3			Fungal_trans:3,Zn_clus:3
OG0008874	0	1	2	0	3			Glyco_tran_28_C:2,UDPGT:3
OG0008875	0	1	1	1	3			zf-RING_5:1,zf-ANAPC11:3,zf-C3HC4:3,zf-C3HC4_2:3,zf-RING_11:3,zf-RING_2:3
OG0008876	0	1	1	1	3			
OG0008877	0	1	1	1	3			Gti1_Pac2:1
OG0008878	0	2	0	1	3			AlaDh_PNT_C:1,ADH_zinc_N:2,ADH_N:3
OG0008879	0	1	2	0	3			Glyco_hydro_16:3
OG0008880	0	1	2	0	3			MFS_1:3,Sugar_tr:3
OG0008881	0	1	2	0	3			Zn_clus:2
OG0008882	0	1	1	1	3			AAA:3
OG0008883	0	1	2	0	3			
OG0008884	0	1	2	0	3			DPBB_1:1,Barwin:3
OG0008885	0	2	1	0	3			PTR2:3
OG0008886	0	1	2	0	3			DUF4419:3
OG0008887	0	1	2	0	3			Pkinase:3,PK_Tyr_Ser-Thr:3
OG0008888	0	1	2	0	3			His_Phos_2:3
OG0008889	0	1	2	0	3			DUF4203:3
OG0008890	0	1	2	0	3			Kinase-like:2,Pkinase:3,PK_Tyr_Ser-Thr:3
OG0008891	0	1	2	0	3			DUF1295:3
OG0008892	0	1	1	1	3			Glyco_hydro_17:3
OG0008893	0	1	2	0	3			
OG0008894	0	1	2	0	3		MER0005814:1,MER0011153:1,MER0005813:1,MER0011312:2,MER0021822:2,MER0001608:2,MER0003006:3,MER0011155:3,MER0016044:3,MER0013421:3,MER0011506:3,MER0011311:3,MER0011254:3	Peptidase_M14:3
OG0008895	0	1	2	0	3			PAP2:3
OG0008896	0	1	2	0	3			
OG0008897	0	1	2	0	3			
OG0008898	0	1	2	0	3			
OG0008899	0	1	2	0	3			
OG0008900	0	1	2	0	3			p450:3
OG0008901	0	1	2	0	3			
OG0008902	0	1	2	0	3		MER0001218:1,MER0001214:1,MER0003823:1,MER0002345:1,MER0169735:1,MER0011744:1,MER0002423:1,MER0003386:1,MER0011096:1,MER0015259:1	Peptidase_M16:1,Peptidase_M16_C:1,Peptidase_M16_M:3
OG0008903	0	1	2	0	3		MER0011492:1,MER0011091:1,MER0014226:1,MER0003605:1,MER0011442:1,MER0003736:2,MER0000057:2,MER0000077:2,MER0000247:2,MER0000073:2,MER0012082:2,MER0003048:2,MER0011323:2,MER0011278:3,MER0003615:3,MER0016598:3	Trypsin_2:1,Trypsin:3
OG0008904	0	1	2	0	3			
OG0008905	0	1	2	0	3			
OG0008906	0	1	2	0	3			AhpC-TSA:3,AhpC-TSA_2:3
OG0008907	0	1	2	0	3			
OG0008908	0	1	2	0	3			
OG0008909	0	2	1	0	3			Zip:2
OG0008910	0	1	2	0	3			Homeodomain:3
OG0008911	0	1	2	0	3			
OG0008912	0	1	2	0	3			
OG0008913	0	1	2	0	3			
OG0008914	0	1	2	0	3			
OG0008915	0	3	0	0	3			
OG0008916	0	3	0	0	3			
OG0008917	0	1	1	1	3			PAZ:1,DEAD:3,Dicer_dimer:3,Helicase_C:3,ResIII:3,Ribonucleas_3_3:3,Ribonuclease_3:6
OG0008918	0	3	0	0	3			
OG0008919	0	1	2	0	3			
OG0008920	0	3	0	0	3			
OG0008921	0	1	2	0	3			
OG0008922	0	1	2	0	3			
OG0008923	0	1	2	0	3			
OG0008924	0	3	0	0	3			
OG0008925	0	0	3	0	3			Ribonuclease_3:2,Dicer_dimer:3
OG0008926	0	0	3	0	3			AhpC-TSA_2:1,AhpC-TSA:2
OG0008927	0	0	3	0	3			AhpC-TSA:1,AhpC-TSA_2:1
OG0008928	0	0	3	0	3			
OG0008929	0	0	3	0	3			
OG0008930	0	0	3	0	3			
OG0008931	0	0	3	0	3		MER0045883:1,MER0036063:1,MER0031618:2,MER0036114:2,MER0036052:2,MER0036050:2,MER0044580:2,MER0036051:3	Abhydrolase_1:2,Abhydrolase_6:2,Hydrolase_4:4
OG0008932	0	0	3	0	3			
OG0008933	0	0	3	0	3			
OG0008934	0	0	3	0	3			WD40:2
OG0008935	0	0	3	0	3			MFS_1:3,Sugar_tr:3
OG0008936	0	0	3	0	3			
OG0008937	0	0	3	0	3			Glycohydro_20b2:3,Glyco_hydro_20:3
OG0008938	0	0	3	0	3			Patatin:3
OG0008939	0	0	3	0	3			
OG0008940	0	0	3	0	3			
OG0008941	0	0	3	0	3			
OG0008942	0	0	3	0	3			
OG0008943	0	0	3	0	3			
OG0008944	0	0	2	1	3			DUF5310:3
OG0008945	0	0	3	0	3			Anoctamin:3
OG0008946	0	0	3	0	3			Anoctamin:3
OG0008947	0	0	3	0	3			
OG0008948	0	0	2	1	3			
OG0008949	0	0	3	0	3			
OG0008950	0	0	3	0	3			
OG0008951	0	0	3	0	3			
OG0008952	0	0	3	0	3			
OG0008953	0	0	3	0	3		MER0000347:2,MER0081072:2,MER0062058:2	Peptidase_S8:2
OG0008954	0	0	3	0	3			
OG0008955	0	0	3	0	3			HGTP_anticodon2:1
OG0008956	0	0	3	0	3			
OG0008957	0	0	3	0	3			
OG0008958	0	0	3	0	3			
OG0008959	0	0	3	0	3			Helicase_C:2
OG0008960	0	0	3	0	3			
OG0008961	0	0	3	0	3			
OG0008962	0	0	3	0	3			
OG0008963	0	0	3	0	3			PH:1,PX:1
OG0008964	0	0	3	0	3			CAP:2
OG0008965	0	0	3	0	3			
OG0008966	0	0	3	0	3			
OG0008967	0	0	3	0	3			CAP:3
OG0008968	0	0	3	0	3			
OG0008969	0	0	3	0	3			
OG0008970	0	0	3	0	3			
OG0008971	0	0	3	0	3			
OG0008972	0	0	3	0	3			Lipase_3:3
OG0008973	0	0	3	0	3			Lipase_3:1
OG0008974	0	0	3	0	3			Zn_clus:1
OG0008975	0	0	3	0	3			Aminotran_1_2:1
OG0008976	0	0	3	0	3		MER0100667:1,MER0037181:1,MER0002161:1,MER0005131:2,MER0001284:2,MER0032443:2,MER0004514:2	Peptidase_M20:1,Peptidase_M28:3
OG0008977	0	0	3	0	3			
OG0008978	0	0	3	0	3			
OG0008979	0	0	3	0	3			
OG0008980	0	0	3	0	3			MS_channel:3
OG0008981	0	0	3	0	3			
OG0008982	0	0	3	0	3			
OG0008983	0	0	3	0	3			
OG0008984	0	0	3	0	3			
OG0008985	0	0	3	0	3			
OG0008986	0	0	3	0	3			
OG0008987	0	0	3	0	3			
OG0008988	0	0	3	0	3			
OG0008989	0	0	3	0	3			
OG0008990	0	0	3	0	3			Transferase:3
OG0008991	0	0	2	1	3			
OG0008992	0	0	3	0	3			F-box:1
OG0008993	0	0	3	0	3			Glyco_hydro_18:3
OG0008994	0	0	3	0	3			
OG0008995	0	0	3	0	3			
OG0008996	0	0	3	0	3			
OG0008997	0	0	3	0	3			
OG0008998	0	0	3	0	3	GH81:1		Glyco_hydro81C:3,Glyco_hydro_81:3
OG0008999	0	0	3	0	3			
OG0009000	0	0	3	0	3			
OG0009001	0	0	3	0	3			
OG0009002	0	0	3	0	3			Zn_clus:1
OG0009003	0	0	3	0	3			
OG0009004	0	0	3	0	3		MER0015691:2,MER0005239:2,MER0002104:2,MER0005238:2,MER0015336:2,MER0005139:2,MER0005149:2,MER0005152:2,MER0002105:2,MER0026971:2	TFR_dimer:1,PA:2,Peptidase_M28:2
OG0009005	0	0	3	0	3			
OG0009006	0	0	2	1	3			Aa_trans:3
OG0009007	0	0	3	0	3			
OG0009008	0	0	3	0	3			
OG0009009	0	0	3	0	3			DUF4203:1
OG0009010	0	0	3	0	3			
OG0009011	0	0	3	0	3			Trypsin:2
OG0009012	0	0	3	0	3			
OG0009013	0	0	3	0	3			Lipase_3:3
OG0009014	0	0	3	0	3			E1_DerP2_DerF2:3
OG0009015	0	0	3	0	3			
OG0009016	0	0	3	0	3			
OG0009017	0	0	3	0	3			
OG0009018	0	0	3	0	3			Mito_carr:6
OG0009019	0	0	3	0	3			
OG0009020	0	0	3	0	3			
OG0009021	0	0	3	0	3		MER0014385:1,MER0016598:1,MER0000077:2,MER0011492:2,MER0000057:2,MER0011278:2,MER0011091:2,MER0000156:2,MER0000133:2,MER0006118:2,MER0000041:2	Trypsin:3
OG0009022	0	0	3	0	3			Spt5_N:1,Spt5-NGN:2
OG0009023	0	0	3	0	3			
OG0009024	0	0	3	0	3			Lipase_GDSL:1
OG0009025	0	0	3	0	3			
OG0009026	0	0	3	0	3			
OG0009027	0	0	3	0	3		MER0005078:1,MER0003117:1,MER0002764:1,MER0000340:1,MER0000335:2,MER0000356:2,MER0002516:2,MER0000338:2,MER0000357:2,MER0000326:2,MER0000344:2,MER0000325:2	Peptidase_S8:3
OG0009028	0	0	3	0	3			
OG0009029	0	0	3	0	3			
OG0009030	0	0	3	0	3			
OG0009031	0	0	3	0	3			
OG0009032	0	0	3	0	3			
OG0009033	0	0	3	0	3		MER0036050:1,MER0031618:1,MER0036052:1,MER0036051:1,MER0036047:1,MER0036049:1,MER0036060:1,MER0044580:1,MER0045883:2	Abhydrolase_1:2,Abhydrolase_6:2,Hydrolase_4:3
OG0009034	0	0	3	0	3			
OG0009035	0	0	3	0	3			zf-C3HC4:1,Ariadne:2,IBR:4
OG0009036	0	0	3	0	3			
OG0009037	0	0	3	0	3			
OG0009038	0	0	3	0	3			Biotin_carb_N:3
OG0009039	0	0	3	0	3			
OG0009040	0	0	3	0	3			Peptidase_S10:1
OG0009041	0	0	3	0	3			
OG0009042	0	0	3	0	3		MER0002423:1,MER0001220:1,MER0003386:2,MER0001222:2,MER0001214:3,MER0011744:3,MER0002345:3,MER0011096:3,MER0015259:3,MER0001218:3,MER0003823:3,MER0002283:3	Peptidase_M16_M:2,Peptidase_M16:3,Peptidase_M16_C:3
OG0009043	0	0	3	0	3			
OG0009044	0	0	2	1	3			
OG0009045	0	0	3	0	3			
OG0009046	0	0	3	0	3			Lipase_3:1,PE-PPE:1
OG0009047	0	0	3	0	3			
OG0009048	0	0	3	0	3			
OG0009049	0	0	3	0	3			
OG0009050	0	0	3	0	3			
OG0009051	0	0	3	0	3			
OG0009052	0	0	3	0	3			
OG0009053	0	0	3	0	3			
OG0009054	0	0	3	0	3			
OG0009055	0	0	3	0	3			
OG0009056	0	0	3	0	3			
OG0009057	0	0	3	0	3			
OG0009058	0	0	3	0	3			
OG0009059	0	0	3	0	3			DUF4419:3
OG0009060	0	0	3	0	3			Glyco_tran_28_C:3,UDPGT:3
OG0009061	0	0	1	2	3			PCI:1,Rpn3_C:3
OG0009062	0	0	2	1	3			
OG0009063	0	0	3	0	3			
OG0009064	0	0	3	0	3			Pkinase:1,PK_Tyr_Ser-Thr:1,FHA:3
OG0009065	0	0	3	0	3			
OG0009066	0	0	3	0	3			
OG0009067	0	0	3	0	3			
OG0009068	0	0	3	0	3			
OG0009069	0	0	3	0	3			Lipase_3:2
OG0009070	0	0	2	1	3			
OG0009071	0	0	3	0	3			
OG0009072	0	0	3	0	3			
OG0009073	0	0	3	0	3			Tyrosinase:1
OG0009074	0	0	3	0	3			Amidase:3
OG0009075	0	0	3	0	3			
OG0009076	0	0	3	0	3			
OG0009077	0	0	3	0	3			
OG0009078	0	0	3	0	3			
OG0009079	0	0	3	0	3			BCDHK_Adom3:2
OG0009080	0	0	3	0	3			
OG0009081	0	0	3	0	3			F-box:2,F-box-like:2
OG0009082	0	0	3	0	3			Peptidase_S41:2
OG0009083	0	0	3	0	3			
OG0009084	0	0	3	0	3			
OG0009085	0	0	2	1	3			RmlD_sub_bind:1,NAD_binding_4:2,3Beta_HSD:3,Epimerase:3,GDP_Man_Dehyd:3,NAD_binding_10:3
OG0009086	0	0	3	0	3			
OG0009087	0	0	3	0	3			
OG0009088	0	0	3	0	3			CsbD:4
OG0009089	0	0	1	2	3			
OG0009090	0	0	3	0	3			Lipase_3:3
OG0009091	0	0	3	0	3			
OG0009092	0	0	3	0	3			
OG0009093	0	0	3	0	3			
OG0009094	0	0	3	0	3			Xpo1:2
OG0009095	0	0	3	0	3			
OG0009096	0	0	3	0	3			
OG0009097	0	0	3	0	3			PAP2_C:3
OG0009098	0	0	3	0	3			
OG0009099	0	0	3	0	3			
OG0009100	0	0	3	0	3			
OG0009101	0	0	3	0	3			
OG0009102	0	0	3	0	3			
OG0009103	0	0	3	0	3			NmrA:1,3Beta_HSD:3,Epimerase:3,GDP_Man_Dehyd:3,NAD_binding_10:3,NAD_binding_4:3,Polysacc_synt_2:3
OG0009104	0	0	3	0	3			UQ_con:2
OG0009105	0	0	3	0	3			Allantoicase:3
OG0009106	0	0	3	0	3			
OG0009107	0	0	3	0	3			
OG0009108	0	0	3	0	3			
OG0009109	0	0	3	0	3			Lipase_3:3
OG0009110	0	0	3	0	3			
OG0009111	0	0	3	0	3			
OG0009112	0	0	3	0	3			
OG0009113	0	0	2	1	3		MER0169735:1,MER0002423:2,MER0002345:3,MER0003823:3,MER0001214:3,MER0003386:3,MER0001218:3,MER0011096:3,MER0015259:3,MER0002283:3,MER0011744:3	Peptidase_M16:3
OG0009114	0	0	3	0	3			DUF4419:3
OG0009115	0	0	3	0	3			
OG0009116	0	0	3	0	3			
OG0009117	0	0	3	0	3			Transferase:3
OG0009118	0	0	3	0	3			Transferase:3
OG0009119	0	0	3	0	3			
OG0009120	0	0	2	1	3			Sad1_UNC:3
OG0009121	0	0	2	1	3			Glyco_tran_28_C:3,UDPGT:3
OG0009122	0	0	3	0	3		MER0000029:1,MER0056371:1,MER0011038:1,MER0003512:1,MER0030336:2,MER0011091:2,MER0011234:2,MER0011167:2,MER0000057:3,MER0011278:3,MER0000156:3,MER0011492:3,MER0000207:3,MER0000038:3	Trypsin_2:1,Trypsin:3
OG0009123	0	0	3	0	3			Zn_clus:3
OG0009124	0	0	3	0	3			
OG0009125	0	0	3	0	3		MER0002345:2,MER0002283:2,MER0003823:2,MER0002423:2,MER0001214:2,MER0011744:2,MER0015259:2,MER0003386:2,MER0001218:2,MER0011096:2	Peptidase_M16:2,Peptidase_M16_C:2,Peptidase_M16_M:3
OG0009126	0	0	3	0	3			
OG0009127	0	0	3	0	3			
OG0009128	0	0	3	0	3			
OG0009129	0	0	3	0	3			
OG0009130	0	0	3	0	3			7tm_1:3
OG0009131	0	0	3	0	3			
OG0009132	0	0	3	0	3			GTP_cyclohydroI:2
OG0009133	0	0	3	0	3			
OG0009134	0	0	3	0	3			Glyco_hydro_18:3
OG0009135	0	0	3	0	3			
OG0009136	0	0	2	1	3			
OG0009137	0	0	3	0	3			
OG0009138	0	0	3	0	3			
OG0009139	0	0	3	0	3			
OG0009140	0	0	3	0	3			
OG0009141	0	0	3	0	3			TspO_MBR:3
OG0009142	0	0	3	0	3			
OG0009143	0	0	3	0	3			Dynamin_M:2,GED:2
OG0009144	0	0	3	0	3			GED:3
OG0009145	0	0	3	0	3			
OG0009146	0	0	3	0	3			RNA_pol_Rpb1_1:1,RNA_pol_Rpb1_2:1,RNA_pol_Rpb1_3:1,RNA_pol_Rpb1_4:2,RNA_pol_Rpb1_5:2,RNA_pol_Rpb1_6:2,RNA_pol_Rpb1_7:2
OG0009147	0	0	3	0	3		MER0117834:1,MER0011259:1,MER0003225:1,MER0117386:1,MER0011394:2,MER0011395:2,MER0000446:2,MER0011396:2,MER0003947:2,MER0003601:2	Peptidase_S28:2
OG0009148	0	0	2	1	3			
OG0009149	0	0	3	0	3			DUF3336:2,Patatin:2
OG0009150	0	0	2	1	3			
OG0009151	0	0	3	0	3		MER0000344:1,MER0000326:2,MER0000338:3,MER0000356:3,MER0002516:3,MER0000359:3,MER0000335:3,MER0002764:3,MER0000357:3,MER0000325:3,MER0003117:3	Inhibitor_I9:3,Peptidase_S8:3
OG0009152	0	0	3	0	3			BET:2,Bromodomain:4
OG0009153	0	0	3	0	3		MER0036052:1,MER0036050:1,MER0031618:1,MER0045883:1,MER0044580:1	Abhydrolase_1:1,Abhydrolase_6:1,Hydrolase_4:5
OG0009154	0	0	3	0	3			
OG0009155	0	0	3	0	3			Zn_clus:2
OG0009156	0	0	3	0	3			
OG0009157	0	0	3	0	3			
OG0009158	0	0	3	0	3			Lipase_3:2
OG0009159	0	0	3	0	3			
OG0009160	0	0	3	0	3			
OG0009161	0	0	3	0	3			ABC_membrane:3,ABC_tran:4
OG0009162	0	0	3	0	3			Aa_trans:2
OG0009163	0	0	3	0	3			Zn_clus:2
OG0009164	0	0	2	1	3			HEAT:1,CLASP_N:3
OG0009165	0	0	3	0	3			WD40:2
OG0009166	0	0	3	0	3			
OG0009167	0	0	3	0	3			MCM_OB:2
OG0009168	0	0	3	0	3			Chitin_bind_1:3,Glyco_hydro_57:3,Polysacc_deac_1:3
OG0009169	0	0	3	0	3			
OG0009170	0	0	3	0	3			
OG0009171	0	0	3	0	3			
OG0009172	0	0	3	0	3			
OG0009173	0	0	3	0	3			
OG0009174	0	0	3	0	3			
OG0009175	0	0	3	0	3			Ribosomal_S3Ae:3
OG0009176	0	0	3	0	3			Ribosomal_S3Ae:3
OG0009177	0	0	3	0	3			
OG0009178	0	0	3	0	3			Herpes_Helicase:1,PIF1:3
OG0009179	0	0	3	0	3			
OG0009180	0	0	0	3	3			
OG0009181	0	0	0	3	3			
OG0009182	0	0	0	3	3			
OG0009183	0	0	0	3	3			AhpC-TSA:1,Thioredoxin_8:1,Thioredoxin_9:1,Thioredoxin:3
OG0009184	0	0	0	3	3			HSF_DNA-bind:3
OG0009185	0	0	0	3	3			Lipase_3:3
OG0009186	0	0	0	3	3		MER0003048:1,MER0011278:1,MER0011442:1,MER0011091:1,MER0004765:1,MER0000203:1,MER0000024:1,MER0011864:1,MER0000027:1,MER0000079:1,MER0011234:1,MER0028213:1,MER0012080:1,MER0011221:1,MER0003736:1,MER0000077:2,MER0099175:2,MER0011500:2,MER0005926:3,MER0000057:3,MER0014385:3	Trypsin:3
OG0009187	0	0	0	3	3			Lipase_3:3
OG0009188	0	0	0	3	3			Kinase-like:1,PK_Tyr_Ser-Thr:1,Pkinase:2
OG0009189	0	0	0	3	3			Polysacc_deac_1:3
OG0009190	0	0	0	3	3			MIP:3
OG0009191	0	0	0	3	3			Ribonuclease_T2:3
OG0009192	0	0	0	3	3			
OG0009193	0	0	0	3	3			PE-PPE:1,Lipase_3:3
OG0009194	0	0	0	3	3			AMP-binding:3
OG0009195	0	0	0	3	3			Tyrosinase:3
OG0009196	0	0	0	3	3		MER0022427:1,MER0025431:1,MER0012082:1,MER0000073:1,MER0011234:1,MER0011492:1,MER0003735:1,MER0012080:1,MER0001995:1,MER0000041:2,MER0000077:2,MER0099175:2,MER0000057:3,MER0011278:3,MER0011091:3,MER0011167:3,MER0011420:3	Trypsin:3
OG0009197	0	0	0	3	3			Zip:3
OG0009198	0	0	0	3	3			DUF676:1,Lipase_3:3
OG0009199	0	0	0	3	3			zf-met:1,zf-C2H2_4:1,zf-C2H2:2
OG0009200	0	0	0	3	3			Homeobox_KN:1,Homeodomain:3
OG0009201	0	0	0	3	3			Polysacc_deac_1:3
OG0009202	0	0	0	3	3			
OG0009203	0	0	0	3	3			DUF4203:2
OG0009204	0	0	0	3	3			
OG0009205	0	0	0	3	3			
OG0009206	0	0	0	3	3			
OG0009207	0	0	0	3	3			
OG0009208	0	0	0	3	3		MER0003386:3,MER0002345:3,MER0011096:3,MER0001218:3,MER0001214:3,MER0015259:3,MER0003823:3,MER0011744:3,MER0002423:3,MER0002283:3	Peptidase_M16:3,Peptidase_M16_M:3,Peptidase_M16_C:6
OG0009209	0	0	0	3	3			CAP:3
OG0009210	0	0	0	3	3	GT15:3		Glyco_transf_15:3
OG0009211	0	0	0	3	3			
OG0009212	0	0	0	3	3			
OG0009213	0	0	0	3	3			
OG0009214	0	0	0	3	3			
OG0009215	0	0	0	3	3			
OG0009216	0	0	0	3	3			7tm_1:1
OG0009217	0	0	0	3	3			
OG0009218	0	0	0	3	3			
OG0009219	0	0	0	3	3			NTP_transf_2:2,PAP_assoc:2,TUTase:2
OG0009220	0	0	0	3	3			
OG0009221	0	0	0	3	3			
OG0009222	0	0	0	3	3		MER0002185:1,MER0011499:1,MER0004434:1,MER0028226:1,MER0161594:2	Trypsin_2:1,Trypsin:3
OG0009223	0	0	0	3	3			7TM_GPCR_Srv:1
OG0009224	0	0	0	3	3			
OG0009225	0	0	0	3	3			
OG0009226	0	0	0	3	3			7tm_1:1
OG0009227	0	0	0	3	3			
OG0009228	0	0	0	3	3			KR:2,3Beta_HSD:3,Epimerase:3,GDP_Man_Dehyd:3,NAD_binding_10:3,NAD_binding_4:3,NmrA:3,Polysacc_synt_2:3,RmlD_sub_bind:3
OG0009229	0	0	0	3	3			
OG0009230	0	0	0	3	3			
OG0009231	0	0	0	3	3			AMP-binding:3
OG0009232	0	0	0	3	3			CHAP:3
OG0009233	0	0	0	3	3			
OG0009234	0	0	0	3	3			
OG0009235	0	0	0	3	3			
OG0009236	0	0	0	3	3			
OG0009237	0	0	0	3	3			Syja_N:3
OG0009238	0	0	0	3	3			
OG0009239	0	0	0	3	3			Ubie_methyltran:1,Methyltransf_12:2,Methyltransf_31:2,Methyltransf_11:3,Methyltransf_25:3
OG0009240	0	0	0	3	3			MFS_1:3,Sugar_tr:3,TRI12:3
OG0009241	0	0	0	3	3			
OG0009242	0	0	0	3	3			
OG0009243	0	0	0	3	3			
OG0009244	0	0	0	3	3			
OG0009245	0	0	0	3	3			
